title,company,location,site,description,job_url
Reliability Engineer,PCI Pharma Services,"Dundalk, County Louth, Ireland",linkedin,"Life changing therapies. Global impact. Bridge to thousands of biopharma companies and their patients. **We are PCI.** Our investment is in People who make an impact, drive progress and create a better tomorrow. Our strategy includes building teams across our global network to pioneer and shape the future of PCI. **Summary Of Role** Working within the Engineering function for PCI Pharma Services (Ireland Sites) the Reliability Engineer will act as the Subject Matter Expert (SME) for assigned packaging equipment within the technical function of Engineering. The Reliability Engineer will display strong technical ability and have interpersonal and communication skills that build the strongest of relationships at department and site level. The Reliability Engineer will have a proven track record in troubleshooting equipment issues and be capable of understanding and optimising machine performance, be strong in a team environment and possess excellent coordination skills. **Primary Responsibilities** * Analyse current processes to assess performance, identify improvement opportunities for equipment reliability, preventive and predictive maintenance, and condition monitoring. * Lead technical root cause analysis, incident investigations and troubleshooting issues related to manufacturing equipment / systems. * Using SMED principles identify opportunities to improve the consistency and RFT of our batch change\-over / machine setting activities. * Assist the Project Engineering function with the transfer of new equipment from the validation to commercial phase of our NPI projects. * Implement a critical spares program based on OEM specifications, ongoing maintenance programs and the predictive maintenance program. * Ensure the calibration of all relevant engineering equipment is maintained appropriately. * Lead and support system improvements, development of detailed specifications, engineering documents and standard operating procedures. * Solving complex problems, project management, equipment lifecycle management and operational excellence. * Support a safe working environment by complying with all pertinent environmental health/safety practice, rules and regulations. * Work with the Continuous Improvement team and Department Managers to deliver operational excellence within PCI Ireland focusing on the warehouse functions. * Design, implement, review and action critical KPIs for processing equipment. **Requirements** * Minimum of 5 years’ experience in a pharmaceutical, medical device or similar environment. * Experience in change control, management of change, non\-conformance, corrective and preventative actions and validation practices. * Excellent communication skills, both verbal and written. * Knowledge of pharmaceutical packaging equipment, packaging materials, technologies and challenges with each. * Experience in a GMP or Regulated Environment. * Proficient utilisation of software packages such as Excel, Word, PowerPoint, Project and Visio and a high level of computer literacy. * Ability to manage multiple tasks and set priorities. * Problem Solving and Troubleshooting skills. The successful candidate should display a dynamic and proactive approach to manage problems. * Self\-motivated with a results driven approach. * Adaptable and ability to work collaboratively. * Effective communication – internal and external. * Team working – display obvious signs of ability to work in high performing complex teams. * Committed to the highest levels of integrity, ethics and professionalism. * Excellent analytical and critical thinking skills with a record of successfully change management. Join us and be part of building the bridge between life changing therapies and patients. Let’s talk future **Equal Employment Opportunity (EEO) Statement** *PCI Pharma Services is an Equal Opportunity/Affirmative Action Employer. We do not unlawfully discriminate on the basis of race, color, religion, age, sex, creed, national origin, ancestry, citizenship status, marital or domestic or civil union status, familial status, affectional or sexual orientation, gender identity or expression, genetics, disability, military eligibility or veteran status, or any other protected status.* *At PCI, Equity and Inclusion are at the core of our company’s purpose: Together, delivering life\-changing therapies. We are committed to cultivating an inclusive workplace by holding ourselves accountable to the highest standards of understanding, fairness, respect, and equal opportunity – at every level. We envision a PCI community where everyone can belong and grow, and we strive to bring this vision to reality by continuously and intentionally assessing our people practices, policies and programs, marketing approach, and workplace culture.*",https://www.linkedin.com/jobs/view/4369102153
SAP Security Consultant - SuccessFactors,Methodius IT Recruitment,"Dublin, County Dublin, Ireland",linkedin,"Our client is seeking an experienced SAP SuccessFactors and S/4 Security Consultant to join a dynamic IT Service Delivery team. This role is responsible for securing SAP systems that support critical business functions, working closely with IT and business stakeholders across operations and projects. **Key Responsibilities** * Design, implement, and manage SAP security procedures and access controls across SuccessFactors and S/4\. * Configure and maintain Role\-Based Permissions (RBP), including roles, groups, and target populations. * Ensure compliance with least privilege and segregation of duties principles. * Conduct security risk assessments and implement appropriate controls. * Perform regular access reviews, audits, and security validations. * Troubleshoot and resolve security and authorization issues. * Support system releases, upgrades, and change requests from a security perspective. * Identify and drive continuous improvement across SAP security processes. * Collaborate with technical and functional teams to manage risks and deliver solutions. * Provide knowledge transfer and documentation to support team capability. **SuccessFactors Security (Module Coverage)** * **Recruiting \& Onboarding:** Secure access to candidate, onboarding, and employee data; ensure data privacy compliance and smooth access transitions. * **Performance \& Goals:** Manage permissions for performance cycles, goal plans, and calibration while protecting confidentiality. * **Learning (LMS):** Control access to learning content, roles, and reporting. * **Career Development \& Succession:** Secure sensitive talent data, ensuring appropriate visibility for employees, managers, and HR. **Essential Experience** * Proven experience in SAP SuccessFactors Security configuration and administration. * Strong understanding of access control, RBP, and security best practices. **Desirable Experience** * Experience with SAP S/4 Security. * Familiarity with HP Quality Centre (test scripting and defect management). * Exposure to Concur. * Demonstrated leadership or mentoring capability. Salary dependent on candidate experience. Benefits: Annual Bonus Scheme. Contributory Pension. Private Medical Insurance. Life Assurance \& Long\-Term Disability. Employee Assistance Programme. 22 days annual leave \+ 10 public holidays. Continuous Learning \& Development. Access to extensive training \& certification resources. Lunch \& Learn sessions. Additional perks including company discounts, on\-site parking, and bike\-to\-work scheme **Based in Dublin, Ireland. Hybrid (1 day a week on site)** . Candidates must be eligible to work in Ireland/EU. For more information, please contact **David Coyle** at **01 635 1748** or email **david@methodius.com**",https://www.linkedin.com/jobs/view/4407831088
Scrum Master,Glanbia,"Dublin, County Dublin, Ireland",linkedin,"**SCRUM Master** **Glanbia Enterprise Solutions** **Role Overview** The **Scrum Master** is responsible for orchestrating multiple Product teams through the delivery lifecycle to realise valuable technology solutions for the Business. They are a facilitator, coach, and problem solver to their Product teams, ensuring they adhere to agreed delivery practices, foster self\-organisation, and overcome delivery obstacles. They foster a culture of continuous improvement within their Product teams, whilst advocating for the broader adoption of Agile methodologies and practices across the organisation. This opportunity reports to the **Head of Technology Value Stream** **Key Responsibilities** * Creates and Runs key Product team ceremonies, including Sprint Planning, Daily Stand\-ups, Sprint Reviews, and Sprint Retrospectives. * Coaches the Product team to ensure ceremonies are effective, time\-boxed, and all team members are actively participating. * Guides the Product team through the application of Agile principles and best practices. * Promotes a safe and collaborative environment for the Product team to thrive in. * Supports the product team to maintain, track, and report on the Product team progress, challenges, and changes; working with the Product Manager to resolve or improve Product team performance. This includes the maintenance of Product team artefacts (e.g., Burndown charts, Sprint backlog, time tracking). * Supports the Product Owners in refining and maintaining the Product backlog (e.g., ensuring upcoming user stories are groomed). * Acts as an SME on Agile methodologies and practices, liaising with Business and IS communities on the adoption of Agile best practices. * Supports the product manager with Budget tracking and management of resource allocation. * Responsible for providing regular updates on the Backlog and sprint planning for roadmap updates * Supports the coordinatinon of monthly timesheet planning across the team validating resource recharges to sprints and work delivered **The Skills You Will Bring To The Team** * Bachelor's or Master's degree in a relevant field (e.g., Project Management, Computer Science, Information Technology), or equivalent experience. * Industry certifications highly desirable (e.g. Agile Methodologies, Scrum Master) * Proven experience as a Scrum Master, preferably in an environment that is new to Agile ways of working. * Track record of coaching Product teams throughout the delivery lifecycle, with an ability to evidence delivery successes and overcoming obstacles . * Significant understanding and hands\-on experience of Agile methodologies. Certified Scrum Master (CSM) or other relevant Agile certifications (e.g., SAFe, Certified Product Owner) are preferred. * Servant leadership and facilitation skills to develop Product teams. * Strong ability to arbitrate and resolve conflicts, promoting a collaborative team environment. * Able to inspire and motivate teams to achieve their goals and deliver high\-quality increments. * Understanding of financial and resource constraints. * Effective communicator that is able to influence key Business and IS stakeholders on the value of Agile practices. * Strong understanding of Agile tools and software (e.g., Jira, Confluence) **Where And How You Will Work** The opportunity will be based in Citywest, Dublin 24 with hybrid working arrangements available which offer you a greater choice in how you work and live, giving you a better work\-life balance. **What we would like to offer you!** The opportunity to develop your career on a global stage, continuous learning through an on\-demand learning platform, and a competitive compensation package including staff discounts, generous family leave policy, health \& dental plan, competitive salary. **About Glanbia** Glanbia is a better nutrition company with three divisions: Performance Nutrition, Health \& Nutrition and Dairy Nutrition. Collectively and with our partners we offer an incredible breadth of expertise in nutrition. We employ a team of 5800 people, work with global food and beverage companies, and sell our award\-winning and market\-leading brands and ingredients in more than 100 countries worldwide At Glanbia, we celebrate diversity, because we know that our individual strengths make us stronger together. We welcome and encourage interest from a variety of candidates, we will give your application consideration, without regard to race, color, religion, sex, sexual orientation, gender perception or identity, national origin, age, marital status, protected veteran status, or disability status. At Glanbia, our culture celebrates individuality, knowing that together we are more.",https://www.linkedin.com/jobs/view/4408619011
Service Technician,Crewit Resourcing Group,"County Carlow, Ireland",linkedin,"**Service Technician** **Location:** On\-site / Field\-based (UK or Ireland – depending on assignment) **Company:** Crewit Resourcing Crewit Resourcing is currently recruiting an experienced Service Technician to join a well\-established agricultural engineering operation. This is an excellent opportunity for a hands\-on technician who enjoys diagnostic work, repairs, and continuous technical development. **Key Responsibilities** * Carry out diagnostics, servicing, and repairs on agricultural machinery and equipment * Perform pre\-delivery inspections and machine setup * Complete all job\-related documentation and service reports accurately and on time * Support and mentor junior technicians where required * Maintain a clean, organised, and safe working environment * Work effectively as part of a busy workshop and mobile service team **Requirements** * 3–5 years’ experience working in a busy workshop or service technician role * Strong mechanical and diagnostic skills (agricultural machinery experience preferred) * Comfortable using IT systems for reporting and diagnostics * Good communication skills and a team\-player attitude * Ability to work independently and manage service tasks efficiently * Ideally experience in Claas , Horsch, or JCB **Training \& Development** * Full manufacturer and product training will be provided * Ongoing opportunities to develop technical and professional skills **What’s on Offer** * Competitive salary package (based on experience) * Long\-term, stable role with strong career progression * Supportive working environment with continuous training",https://www.linkedin.com/jobs/view/4410044087
Software Architect,Air Apps,"Dublin, County Dublin, Ireland",linkedin,"**About Air Apps** At Air Apps, we believe in thinking bigger—and moving faster. We’re a family\-founded company on a mission to create the world’s first AI\-powered Personal \& Entrepreneurial Resource Planner (PRP), and we need your passion and ambition to help us change how people plan, work, and live. Born in Lisbon, Portugal, in 2018—and now with offices in both Lisbon and San Francisco—we’ve remained self\-funded while reaching over 100 million downloads worldwide. Our long\-term focus drives us to challenge the status quo every day, pushing the boundaries of AI\-driven solutions that truly make a difference. Here, you’ll be a creative force, shaping products that empower people across the globe. Join us on this journey to redefine resource management—and change lives along the way. **The Role** As a **Software Architect / Solutions Architect** at Air Apps, you will be responsible for **defining and overseeing the overall system architecture** for our AI\-powered platform. You will collaborate with engineering teams, product managers, and stakeholders to design **scalable, secure, and high\-performing solutions** that align with business objectives. You will play a key role in shaping our **technology strategy, evaluating new tools and frameworks, and ensuring best practices** in software design, cloud infrastructure, and system integration. * This is a fully onsite position, based at our office in Lisbon, where you will collaborate closely with cross\-functional teams in person and contribute to a dynamic and fast\-paced environment. We are open to support with relocation efforts. **Responsibilities** * Define and maintain the overall architecture and system design for scalable and efficient software solutions. * Provide technical leadership to engineering teams, guiding them in best practices for architecture, coding, and system scalability. * Design and document high\-level system diagrams, data flows, and API structures. * Evaluate and recommend technologies, frameworks, and cloud services to optimize performance, security, and cost\-efficiency. * Ensure high availability, fault tolerance, and security in all architectural decisions. * Oversee system integrations, including microservices, APIs, and third\-party services. * Work closely with DevOps and SRE teams to ensure smooth deployment and operational reliability. * Establish coding and architecture standards, ensuring maintainability and scalability of codebases. * Identify and mitigate technical risks, ensuring system resilience and future scalability. * Conduct architecture reviews and performance audits to continuously improve system efficiency. **Requirements** * Around 6\+ years of experience in software development and architecture. * Strong expertise in system design, cloud computing, and microservices architecture. * Experience with cloud platforms (AWS, Azure, or Google Cloud Platform) and cloud\-native architectures. * Proficiency in backend technologies (e.g., Node.js, Python, Java, .NET) and experience with modern frontend frameworks (e.g., React, Angular, Vue). * Knowledge of databases (SQL and NoSQL), caching strategies, and data pipelines. * Experience with event\-driven architectures, API design, and containerization (Docker, Kubernetes). * Strong understanding of security best practices, identity management, and encryption techniques. * Ability to evaluate trade\-offs in architectural decisions, balancing scalability, cost, and complexity. * Familiarity with DevOps, CI/CD pipelines, and Infrastructure as Code (Terraform, CloudFormation). * Strong communication skills, with the ability to explain complex architectural concepts to technical and non\-technical stakeholders. **What benefits are we offering?** * Apple hardware ecosystem for work. * Annual Bonus * Top\-tier Health and Life Insurance for peace of mind. * Transportation Budget to support your commute needs. * Coverflex benefits package for meal allowances, well\-being, and more. * Childcare support. * Air Conference \- an opportunity to meet the team, collaborate, and grow together. * Pension Fund to support your long\-term financial planning. * Urban Sports Club membership to keep you active. * Meals 100% free at the hub. **Diversity \& Inclusion** At Air Apps, we are committed to fostering a diverse, inclusive, and equitable workplace. We enthusiastically welcome applicants from all backgrounds, experiences, and perspectives. We celebrate diversity in all its forms and believe that varied voices and experiences make us stronger. **Application Disclaimer** At Air Apps, we value transparency and integrity in our hiring process. Applicants must submit their own work without any AI\-generated assistance. Any use of AI in application materials, assessments, or interviews will result in disqualification.",https://www.linkedin.com/jobs/view/4407755679
Software Architect,AMCS Group,"Dublin, County Dublin, Ireland",linkedin,"We are seeking a highly skilled and motivated Software Architect to join our Architecture team. This is an opportunity to contribute to the design and architecture of our cloud\-based platform using the latest technology advancements and methodologies. You will work closely with cross BU Engineering and Product teams to ensure implementation aligns with architectural designs to deliver enterprise solutions to our customers at scale. An appreciation for Technological risks and articulation of Non\-functional requirements is required. Excellent communication and teamwork skills are expected alongside a strong work ethic and a can\-do attitude. You will have strong experience with the Microsoft Tech Stack and associated infrastructure and how it applies to DevOps and Security. You will have a keen interest in doing things the right way and for taking on new challenges. While this role primarily involves Solution Architecture, it is expected that the candidate also has strong development skills and can help deliver on some core Platform offerings. The ideal candidate will possess deep expertise in Microsoft technologies and familiarity with other Cloud Platform offerings. As a Software Architect, you will participate in architectural and key decision\-making forums regarding choice of technologies, design approaches and Product roadmap. You will maintain a strong focus on the reliability, performance and security of our platform centred around a positive customer experience. **What You Will Do** * Work with Product and Engineering Management to define the Product Roadmap and associated designs / technical enablers. * Facilitate implementation of a cloud\-based platform that is secure, cost efficient, reliable, performant \& scalable. * Define and maintain software architecture standards and best practices. * Lead the design and implementation of scalable and secure software solutions * Communicate NFR’s and designs effectively both formally and verbally. * Identify and help to reduce any Strategic Technical Debt. * Collaborate with development teams to ensure alignment with architectural goals and solution designs. * Evaluate and recommend tools, technologies, and processes to ensure the highest quality products for our platform. * Provide technical direction and mentoring to development teams. * Actively contribute to the development of core platform packages/template projects. * Keep abreast of the latest technological advancements that will help us to continuously improve our platform offering. * Partner with Architecture, DevOps and Platform Engineering teams to automate deployments, enforce governance, and ensure compliance with regulatory requirements * Ensure data security, privacy, and compliance with all applicable policies and standards. **What You Bring** * Bachelor’s or master’s degree in computer science or a related field or equivalent practical experience. * Minimum of 8 years development experience. * 3\+ years of experience working in a Software, Technical or Solution Architecture role. * Strong understanding of cloud\-native architectures and design patterns. * Exposure to design/build of reliable distributed enterprise systems capable of scaling to serve high volumes of traffic. * High attention to detail and willingness to take on complex technical challenges. * Proficiency in the Microsoft stack \- .Net (c\#), Web Api, Azure Services (inclu. Cosmos, Azure Sql, App Insights, Key Vault, AFD, etc.), Azure Devops, etc. * Familiarity with GCP offerings such as GKE, Postgres, and Cloud Functions. * Experience/Knowledge of JavaScript/Typescript Frameworks such as Angular and React. * Full understanding of the SDLC, with experience working with DDD, TDD, CI/CD. * Experience in Event Driven Architecture, Microservices, Kafka. * Exposure to Container Technology (Kubernetes, Docker, etc.) * Microsoft Azure / .Net certification an advantage. * Use of Co\-Pilot/Other for AI design \& coding efficiency gains. * A keen interest in AI technologies and tooling and how they can be leveraged by teams to accelerate Delivery and value to the business and our customers. * Intellectual curiosity and learning ability. * Excellent communication, documentation, design and stakeholder management skills. **Who We Are** Sustainability software specialist, AMCS, is headquartered in Ireland, with offices in Europe, the USA, and Australasia. With over 1,300 highly skilled employees across 22 countries, we specialize in delivering technology solutions to facilitate a carbon neutral future. **What We Do** Our innovative SaaS solutions increase efficiency and boost sustainability in resource\-intensive industries. Over 5,000 customers across 23 countries already benefit from our Performance Sustainability software, ensuring we deliver practical solutions for improved profitability and environmental resilience across the globe.",https://www.linkedin.com/jobs/view/4399517911
"Software Development Engineer, Core Network",Amazon Web Services (AWS),"Dublin, County Dublin, Ireland",linkedin,"**Description** Would you like to be an Engineer that builds the Cloud, rather than an Engineer that just uses it? At AWS, our Engineers look after the behind\-the\-scenes software and tools that make the world's largest cloud computing infrastructure possible. We have an amazing opportunity for you to join a world\-class network team in a dynamic environment that has the feel of a start\-up. In this role as a Software Development Engineer, you will build in house services and tooling to solve challenges within the networking space. Your internal customers are your network engineer colleagues, and through close collaboration, support and exchange of ideas, you will define, build and support the tools they need to manage the AWS network. You will build new software solutions and services as well as maintain the suite of existing services which control the AWS network. By championing automated tooling and software approaches, you will reduce manual operations in maintaining both the network and the software services. If you are exceptionally motivated and passionate about the work you do then we welcome you to join us, working in an fast paced environment with the most advanced tools, processes and talented people in the industry to make the Cloud a reality. **What You’ll Be Working On** * Collaborate with our internal customers on designs/solutions and bring them from concept to production * Develop and support our software services and tooling which supports the management of the AWS network * Continuous process improvement and implementing engineering best practices * Supporting our software through a shared on\-call rota **Top Reasons To Join Our Team** * Solve interesting software problems in a high growth environment and share those solutions across a global organisation * Be a pioneer in the world’s most comprehensive and broadly adopted cloud platform * Collaborate with and learn from the best networking engineers in the world Key job responsibilities Our Software Development Engineers are the architects behind the world's largest cloud infrastructure, crafting sophisticated tools and services that power our vast cloud infrastructure. Working closely with network engineering teams, these innovators transform complex networking challenges into automated solutions, building and maintaining the critical software that manages AWS's global infrastructure. Through creative problem\-solving, they create robust tools that enable network engineers to operate at unprecedented scale while reducing manual operations. This role sits at the exciting intersection of cloud computing and network automation, where you'll help pioneer the future of cloud infrastructure alongside world\-class networking experts. **About The Team** The Systems Development team manages all of the software services and platforms that builds, operates, monitors and assures the AWS network within an isolated region. Diverse Experiences AWS values diverse experiences. Even if you do not meet all of the preferred qualifications and skills listed in the job description, we encourage candidates to apply. If your career is just starting, hasn’t followed a traditional path, or includes alternative experiences, don’t let it stop you from applying. Why AWS Amazon Web Services (AWS) is the world’s most comprehensive and broadly adopted cloud platform. We pioneered cloud computing and never stopped innovating — that’s why customers from the most successful startups to Global 500 companies trust our robust suite of products and services to power their businesses. Work/Life Balance We value work\-life harmony. Achieving success at work should never come at the expense of sacrifices at home, which is why we strive for flexibility as part of our working culture. When we feel supported in the workplace and at home, there’s nothing we can’t achieve. Inclusive Team Culture AWS values curiosity and connection. Our employee\-led and company\-sponsored affinity groups promote inclusion and empower our people to take pride in what makes us unique. Our inclusion events foster stronger, more collaborative teams. Our continual innovation is fueled by the bold ideas, fresh perspectives, and passionate voices our teams bring to everything we do. Mentorship \& Career Growth We’re continuously raising our performance bar as we strive to become Earth’s Best Employer. That’s why you’ll find endless knowledge\-sharing, mentorship and other career\-advancing resources here to help you develop into a better\-rounded professional. **Basic Qualifications** * Knowledge of software engineering best practices across the development life cycle, including agile methodologies, coding standards, code reviews, source management, build processes, testing, and operations * This role requires you to be a national of an EU member state. **Preferred Qualifications** * Experience with programming languages such as Python, Java, C\+\+ * Knowledge of systems engineering fundamentals (networking, storage, operating systems) * A degree in computer science, engineering or other STEM subjects * Practical understanding of network fundamentals (DNS, DHCP, TCP/IP, routing, switching, HTTP) * Experience designing, developing or operating cloud services running on AWS or another cloud platform Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build. Protecting your privacy and the security of your data is a longstanding top priority for Amazon. Please consult our Privacy Notice (https://www.amazon.jobs/en/privacy\_page) to know more about how we collect, use and transfer the personal data of our candidates. Amazon is an equal opportunity employer and does not discriminate on the basis of protected veteran status, disability, or other legally protected status. Our inclusive culture empowers Amazonians to deliver the best results for our customers. If you have a disability and need a workplace accommodation or adjustment during the application and hiring process, including support for the interview or onboarding process, please visit https://amazon.jobs/content/en/how\-we\-hire/accommodations for more information. If the country/region you’re applying in isn’t listed, please contact your Recruiting Partner. **Company** \- Amazon Data Services Ireland Limited Job ID: A3190539",https://www.linkedin.com/jobs/view/4378695490
Software Engineer II,Guidewire Software,"Dublin, County Dublin, Ireland",linkedin,"**Summary** Software Engineer II – Dublin, Ireland Product Development and Operations (Full\-time hybrid) **Job Description** **Software Engineer II – Dublin, Ireland** **About You** You are a smart, enthusiastic, and results\-oriented software engineer looking to join an agile product development team that builds secure, performant, reliable, and well\-tested solutions for a complex domain. You are highly collaborative, passionate about building high\-quality software, and pride yourself on your ability to learn. You understand that software engineering is a team endeavour and that excellence is unlocked through small but meaningful improvements made continuously over time. You are excited to contribute to our industry\-leading platform, our award\-winning products, and the processes we use to build, deliver, and support our platform and products. **Must\-Have Requirements** * Minimum of 2 years’ experience in a software engineering role * Ability to work onsite in Dublin at least 2 days per week, with flexibility to attend more frequently during peak spike week periods. **What You’ll Do** * Engineer moderate to complex features for our platform and products using agile methodologies with an emphasis on delivering functionality that is secure, performant, and reliable. * Take high\-level but not super detailed problem statements and prototype solutions with a high level of independence, collaborating with others both inside and outside your immediate team to overcome complicated issues. * Efficiently troubleshoot system failures, whether in production, pre\-production, or non\-production environments. * Live our core values of rationality, collegiality, and integrity. * At Guidewire, we foster a culture of curiosity, innovation, and responsible use of AI—empowering our teams to continuously leverage emerging technologies and data\-driven insights to enhance productivity and outcomes. **What We’re Looking For** * Core Java expertise (two years’ experience minimum in a professional engineering role) * Good working knowledge of other programming and scripting languages (Kotlin, Python, bash) * Object\-oriented design skills * A passion for code quality * Experience with continuous integration and continuous delivery and supporting build and code management tools (e.g. GitHub, Jenkins, TeamCity, JUnit, Karate, TestCafe, JaCoCo, SonarQube) * A proven ability to work collaboratively in small, empowered,cross\-functional teams * Experience developing functionality using agile development practices (Scrum, TDD, pair programming, etc.) * A desire to be hands\-on in designing and writing code * Curiosity and an internal drive to learn and constantly improve * Experience creating web services (SOAP, REST) * Experience with cloud services a bonus, e.g. AWS, Azure, Google Cloud Platform Successful candidates rarely have every single thing we’re looking for. * Demonstrated ability to embrace AI and apply it to your current role as well as data\-driven insights to drive innovation, productivity, and continuous improvement. If you're excited about this role, please apply and allow our hiring team to assess your application. **About Guidewire** Guidewire is the platform P\&C insurers trust to engage, innovate, and grow efficiently. We combine digital, core, analytics, and AI to deliver our platform as a cloud service. More than 540\+ insurers in 40 countries, from new ventures to the largest and most complex in the world, run on Guidewire. As a partner to our customers, we continually evolve to enable their success. We are proud of our unparalleled implementation track record with 1600\+ successful projects, supported by the largest R\&D team and partner ecosystem in the industry. Our Marketplace provides hundreds of applications that accelerate integration, localization, and innovation. For more information, please visit www.guidewire.com and follow us on Twitter: @Guidewire\_PandC. Guidewire Software, Inc. is proud to be an equal opportunity and affirmative action employer. We are committed to an inclusive workplace, and believe that a diversity of perspectives, abilities, and cultures is a key to our success. Qualified applicants will receive consideration without regard to race, color, ancestry, religion, sex, national origin, citizenship, marital status, age, sexual orientation, gender identity, gender expression, veteran status, or disability. All offers are contingent upon passing a criminal history and other background checks where it's applicable to the position.",https://www.linkedin.com/jobs/view/4363655814
"Solicitor, Partner - Energy Law",Amicus Search & Recruitment,"Dublin, County Dublin, Ireland",linkedin,"**Energy Law, Partner** This is a strategic leadership position within a Tier 1 ranked group. You will step into a ""progressive and pragmatic"" environment where the Energy practice is not a silo, but a central pillar of the firm’s growth strategy, deeply integrated with their market\-leading Corporate and Construction teams. **Leading the Energy Transition** The team remains exceptionally busy, consistently outperforming an uneven market. As a Partner, you will spearhead a diverse and high\-value portfolio, with recent mandates including: * **Flagship Project Finance:** Advising a syndicate of global tier\-one lenders on the multi\-million euro development of expansive onshore wind portfolios across Ireland. * **Pioneering Innovation:** Acting for market\-disruptors on the deployment of Ireland’s first\-of\-their\-kind hydrogen\-to\-electricity power generation technologies for state\-utility stakeholders. * **Strategic LEU Advisory:** Leading the counsel for ""Big Tech"" data center operators and industrial giants navigating the latest **CRU** regulatory frameworks and sophisticated ""Private Wire"" strategies. * **Capital \& Refinancing:** Managing the acquisition and refinancing of significant solar and wind assets for leading private equity houses and global energy\-focused investment funds. * **Future\-Proofing Offshore:** Navigating the complex regulatory and consenting landscapes for the next generation of **ORESS** offshore developments. **Firm** * **An Elite, Peer\-Regarded Culture:** Nationally recognized for excellence in client service, the firm’s environment is uniquely collaborative. The culture is frequently described by partners as ""high\-challenge but low\-ego""—robust, commercially driven, and refreshingly down\-to\-earth. * **Multi\-Disciplinary Powerhouse:** You will have an immediate, ""first\-name basis"" connection to a deep bench of specialists in Planning, Public Procurement, and Construction. This allows you to offer clients a seamless ""cradle\-to\-grave"" service on the most complex infrastructure mandates in the country. * **Transparency in Reward \& Equity:** This is a partner\-led firm where your voice directly impacts the firm's strategic direction. They offer a top\-of\-market compensation package and a clear, meritocratic path toward equity and senior leadership. **The Profile** * **Expertise:** 8\+ years PQE with a significant track record in Energy law, specifically renewable energy projects, project finance, or energy regulation. * **Reputation:** A recognized name in the Irish market with the ability to lead complex negotiations and maintain high\-level client relationships.",https://www.linkedin.com/jobs/view/4409867561
"Supply Teachers for 2025/26 Academic Year, NORD ANGLIA INTERNATIONAL SCHOOL DUBLIN",Guardian Jobs,"Dublin, County Dublin, Ireland",linkedin,"**SUPPLY TEACHER \- FOR 2025/26 ACADEMIC YEAR (ON\-CALL BASIS)** Start Date: From August 2025 \- June 3036 School: Nord Anglia International School, Dublin Nord Anglia International School, Dublin, is seeking a flexible and dedicated Supply Teachers to join our team on an on\-call basis. This role involves stepping in to cover teacher absences as needed, ensuring high\-quality education and continuity of learning across various subjects and year groups. It's an excellent opportunity to work in a dynamic, supportive, and internationally\-minded school community. **The Role:** **As a Supply Teacher , you will play a key role in maintaining the school's high standards of education by:** * Delivering Engaging Lessons: Stepping into various classrooms to deliver pre\-planned lessons or adapting quickly to teach across a range of subjects and year groups as required. * Supporting Student Learning: Managing classrooms effectively, fostering a positive and inclusive learning environment, and ensuring student progress during teacher absences. * Maintaining Continuity: Upholding the school's values and routines, ensuring a smooth transition for students in the absence of their regular teacher. * Collaborating with Colleagues: Communicating effectively with school staff to understand lesson plans, expectations, and resources. **The Ideal Candidate Will Possess:** * A recognised teaching qualification and experience teaching across different year groups or subjects. * Flexibility and adaptability to step into various roles on short notice, maintaining professionalism and a positive attitude. * Strong classroom management skills to create an engaging and supportive learning environment. * Excellent communication skills and the ability to work collaboratively with staff and students. * A commitment to the values of Nord Anglia Education and a passion for fostering student growth. * The ability to live and work in Ireland without visa support \- as the work is on an adhoc basis, it will only suit someone already in the country. This on\-call role offers a unique opportunity to gain diverse teaching experience in a vibrant international school setting. Join us at Nord Anglia International School, Dublin, where your adaptability and dedication will contribute to shaping resilient and global\-minded students. **Notes on Equality and Safeguarding** At Nord Anglia Education, we are an equal opportunities employer dedicated to creating a diverse and inclusive workforce. In our schools and offices around the world, we treat all colleagues fairly based on their skills and qualifications, without discrimination. We value individuals from all backgrounds, including those with different abilities and neurodivergent conditions, as well as those who identify with various protected characteristics. We have a strict policy against discrimination and harassment of any kind. We also comply with all national, and local laws regarding non\-discrimination and equal opportunity. We expect all employees to embrace and promote diversity, equity, inclusion, and belonging in their everyday work, helping to create a welcoming environment for everyone. At Nord Anglia Education we are committed to providing a world\-class, safe, happy environment in which children and young people can thrive and learn. We are committed to safeguarding and promoting the welfare of all our pupils where we embrace all race, abilities, religions, genders, and cultures. All post holders in regulated activity (having regular unsupervised contact with children) are subject to appropriate national and international vetting procedures including satisfactory criminal record checks from both your country of residence/birth and any country of residence within the last 10 years. We welcome applications from suitable qualified persons from all diverse backgrounds. Please note, only shortlisted candidates will be contacted.",https://www.linkedin.com/jobs/view/4408388546
